1745	217.6	221.5	1.25	1.85
1750	212.6	216.6	1.3	1.9
1755	207.7	211.6	1.4	1.95
1760	202.8	206.7	1.45	2.05
1765	197.8	201.8	1.5	2.15
1770	192.9	196.9	1.6	2.2
1775	188	192	1.65	2.35
1780	183.1	187.1	1.75	2.4
1785	178.2	182.2	1.85	2.5
1790	173.3	177.3	1.9	2.6
1795	168.4	172.4	2	2.75
1800	163.5	167.5	2.15	2.9
1805	158.6	162.6	2.25	3
1810	153.8	157.8	2.35	3.2
1815	148.9	152.9	2.5	3.4
1820	144.1	148.1	2.65	3.5
1825	139.2	143.3	3	3.6
1830	134.4	138.4	3	3.9
1835	129.6	133.6	3.2	4.1
1840	124.8	128.8	3.4	4.4
1845	120.1	124.1	3.6	4.6
1850	115.4	119.3	3.8	4.9
1855	110.6	114.6	4.1	5.2
1860	105.9	109.9	4.4	5.5
1865	101.3	105.2	4.7	5.8
1870	96.6	100.5	5	6.2
1875	92	95.9	5.4	6.6
1880	87.4	91.3	5.8	7
1885	82.9	86.7	6.2	7.5
1890	78.4	82.2	6.7	8
1895	74	77.7	7.2	8.6
1900	69.6	73.2	7.8	8.8
1905	66	68.5	8.5	9.5
1910	61.6	64.1	9.1	10.2
1915	57.4	59.8	9.9	11.3
1920	53.3	55.6	10.7	12.1
1925	49.1	51.2	11.6	12.6
1930	45.2	47.3	12.5	14
1935	41.2	43.4	13.6	14.7
1940	37.4	39.5	14.7	15.8
1945	33.7	35.7	15.9	17.2
1950	30.1	32.1	17.7	18.8
1955	26.7	28.5	19	20.5
1960	23.4	25.1	20.6	22
1965	20.3	21.8	22.3	24
1970	17.4	18.8	24.3	25.8
1975	14.6	15.9	26.5	28.1
1980	12.2	13.3	28.9	30.6
1985	9.9	11	31.4	33.2
1990	7.9	9	34.3	36.5
1995	6.2	7.1	37.4	39.7
2000	4.7	5.2	40.7	43.2
2005	3.4	4.2	44	47.7
2010	2.65	3.1	48	51.4
2015	1.75	2.3	52.2	56
2020	1.2	1.7	56.6	60.4
2025	1	1.25	61.2	65
2030	0.45	1	65.9	69.7
2035	0.25	0.8	70.7	74.4
2040	0.35	0.65	75.6	79.3
2045	0.2	0.6	80.5	84.1
2050	0.2	0.3	85.4	89
2055	0.15	0.5	90.4	94
2060	0.15	0.3	95.3	98.9
2065	0.15	0.2	100.3	103.9
2070	0.1	0.2	105.3	108.9
2075	0.1	0.2	110.3	113.8
2080	0.05	0.45	115.3	118.8
2085	0.05	0.4	120.3	123.8
2090	0.05	0.15	125.3	128.8
2095	0.05	0.35	130.3	133.8
2100	0.05	0.15	135.3	138.8
2120	0	0.15	155.3	158.8
2125	0.05	0.15	160.3	163.8
2150	0	0.1	185.2	188.8
2175	0	0.05	210.2	213.7
2200	0	0.05	235.2	238.7
2225	0.05	0.1	260.2	263.7
